cycle,valid,ready,accepted,addr,data,kind,head,dim,last,write_count_before
10706,1,0,0,0x0000000414100914,0x00000d3c,0,0,69,0,69
10707,1,0,0,0x0000000414100914,0x00000d3c,0,0,69,0,69
10708,1,1,1,0x0000000414100914,0x00000d3c,0,0,69,0,69
10709,1,1,1,0x0000000414100918,0xffffe797,0,0,70,0,70
10710,1,1,1,0x000000041410091c,0x000024dc,0,0,71,0,71
10711,1,0,0,0x0000000414100920,0xfffff3db,0,0,72,0,72
10712,1,1,1,0x0000000414100920,0xfffff3db,0,0,72,0,72
10713,1,1,1,0x0000000414100924,0xfffff2a5,0,0,73,0,73
10714,1,1,1,0x0000000414100928,0xfffff139,0,0,74,0,74
10715,1,1,1,0x000000041410092c,0xffffed02,0,0,75,0,75
10716,1,0,0,0x0000000414100930,0xffffc99c,0,0,76,0,76
10717,1,1,1,0x0000000414100930,0xffffc99c,0,0,76,0,76
10718,1,1,1,0x0000000414100934,0xffffc941,0,0,77,0,77
10719,1,1,1,0x0000000414100938,0xfffffa8f,0,0,78,0,78
10720,1,0,0,0x000000041410093c,0x0000086a,0,0,79,0,79
10721,1,0,0,0x000000041410093c,0x0000086a,0,0,79,0,79
10722,1,1,1,0x000000041410093c,0x0000086a,0,0,79,0,79
10723,1,1,1,0x0000000414100940,0xffffe703,0,0,80,0,80
10724,1,1,1,0x0000000414100944,0x0000080e,0,0,81,0,81
10725,1,1,1,0x0000000414100948,0xfffffcba,0,0,82,0,82
10726,1,0,0,0x000000041410094c,0xffffe5ff,0,0,83,0,83
10727,1,1,1,0x000000041410094c,0xffffe5ff,0,0,83,0,83
10728,1,1,1,0x0000000414100950,0xfffffa4f,0,0,84,0,84
10729,1,1,1,0x0000000414100954,0x000002cd,0,0,85,0,85
10730,1,1,1,0x0000000414100958,0x00000bcf,0,0,86,0,86
10731,1,0,0,0x000000041410095c,0x000000b8,0,0,87,0,87
10732,1,1,1,0x000000041410095c,0x000000b8,0,0,87,0,87
10733,1,0,0,0x0000000414100960,0x00006b67,0,0,88,0,88
10734,1,1,1,0x0000000414100960,0x00006b67,0,0,88,0,88
10735,1,1,1,0x0000000414100964,0x00000a14,0,0,89,0,89
10736,1,0,0,0x0000000414100968,0xfffffaab,0,0,90,0,90
10737,1,1,1,0x0000000414100968,0xfffffaab,0,0,90,0,90
10738,1,1,1,0x000000041410096c,0x00001761,0,0,91,0,91
10739,1,1,1,0x0000000414100970,0x00000504,0,0,92,0,92
10740,1,1,1,0x0000000414100974,0xfffffec7,0,0,93,0,93
10741,1,0,0,0x0000000414100978,0xfffff298,0,0,94,0,94
10742,1,1,1,0x0000000414100978,0xfffff298,0,0,94,0,94
10743,1,1,1,0x000000041410097c,0x00000110,0,0,95,0,95
10744,1,1,1,0x0000000414100980,0xffffe736,0,0,96,0,96
10745,1,1,1,0x0000000414100984,0x0000084c,0,0,97,0,97
10746,1,0,0,0x0000000414100988,0xffffc922,0,0,98,0,98
10747,1,1,1,0x0000000414100988,0xffffc922,0,0,98,0,98
10748,1,1,1,0x000000041410098c,0xfffffcef,0,0,99,0,99
10749,1,1,1,0x0000000414100990,0x000004f7,0,0,100,0,100
10750,1,1,1,0x0000000414100994,0xfffff5e1,0,0,101,0,101
10751,1,0,0,0x0000000414100998,0xfffffbff,0,0,102,0,102
10752,1,1,1,0x0000000414100998,0xfffffbff,0,0,102,0,102
10753,1,1,1,0x000000041410099c,0x000008ad,0,0,103,0,103
10754,1,1,1,0x00000004141009a0,0x000000ae,0,0,104,0,104
10755,1,1,1,0x00000004141009a4,0x0000009a,0,0,105,0,105
10756,1,0,0,0x00000004141009a8,0xffffed01,0,0,106,0,106
10757,1,1,1,0x00000004141009a8,0xffffed01,0,0,106,0,106
10758,1,1,1,0x00000004141009ac,0x00000245,0,0,107,0,107
10759,1,0,0,0x00000004141009b0,0xfffff84c,0,0,108,0,108
10760,1,1,1,0x00000004141009b0,0xfffff84c,0,0,108,0,108
10761,1,0,0,0x00000004141009b4,0x000005ca,0,0,109,0,109
10762,1,1,1,0x00000004141009b4,0x000005ca,0,0,109,0,109
10763,1,1,1,0x00000004141009b8,0x00000894,0,0,110,0,110
10764,1,1,1,0x00000004141009bc,0x0000018d,0,0,111,0,111
10765,1,1,1,0x00000004141009c0,0x000029f9,0,0,112,0,112
10766,1,0,0,0x00000004141009c4,0x000006e5,0,0,113,0,113
10767,1,1,1,0x00000004141009c4,0x000006e5,0,0,113,0,113
10768,1,1,1,0x00000004141009c8,0xfffff382,0,0,114,0,114
10769,1,1,1,0x00000004141009cc,0x0003a472,0,0,115,0,115
10770,1,1,1,0x00000004141009d0,0xfffffe41,0,0,116,0,116
10771,1,0,0,0x00000004141009d4,0xffffff71,0,0,117,0,117
10772,1,0,0,0x00000004141009d4,0xffffff71,0,0,117,0,117
10773,1,1,1,0x00000004141009d4,0xffffff71,0,0,117,0,117
10774,1,1,1,0x00000004141009d8,0x000009a9,0,0,118,0,118
10775,1,1,1,0x00000004141009dc,0xfffff0d3,0,0,119,0,119
10776,1,0,0,0x00000004141009e0,0xffffeb22,0,0,120,0,120
10777,1,1,1,0x00000004141009e0,0xffffeb22,0,0,120,0,120
10778,1,1,1,0x00000004141009e4,0xffffff10,0,0,121,0,121
10779,1,1,1,0x00000004141009e8,0x000001f1,0,0,122,0,122
10780,1,1,1,0x00000004141009ec,0xfffffc08,0,0,123,0,123
10781,1,0,0,0x00000004141009f0,0xfffffed2,0,0,124,0,124
10782,1,1,1,0x00000004141009f0,0xfffffed2,0,0,124,0,124
10783,1,1,1,0x00000004141009f4,0x00000840,0,0,125,0,125
10784,1,1,1,0x00000004141009f8,0xfffff409,0,0,126,0,126
10785,1,0,0,0x00000004141009fc,0xffffff4d,0,0,127,0,127
10786,1,0,0,0x00000004141009fc,0xffffff4d,0,0,127,0,127
10787,1,1,1,0x00000004141009fc,0xffffff4d,0,0,127,0,127
10788,1,1,1,0x0000000414120800,0xfffff503,0,1,0,0,128
10789,1,1,1,0x0000000414120804,0xffffb3cc,0,1,1,0,129
10790,1,1,1,0x0000000414120808,0x00005ede,0,1,2,0,130
10791,1,0,0,0x000000041412080c,0x00005139,0,1,3,0,131
10792,1,1,1,0x000000041412080c,0x00005139,0,1,3,0,131
10793,1,1,1,0x0000000414120810,0xffffed79,0,1,4,0,132
10794,1,1,1,0x0000000414120814,0xffffc1a5,0,1,5,0,133
10795,1,1,1,0x0000000414120818,0x000017c6,0,1,6,0,134
10796,1,0,0,0x000000041412081c,0xfffff019,0,1,7,0,135
10797,1,1,1,0x000000041412081c,0xfffff019,0,1,7,0,135
10798,1,0,0,0x0000000414120820,0x00000d33,0,1,8,0,136
10799,1,1,1,0x0000000414120820,0x00000d33,0,1,8,0,136
10800,1,1,1,0x0000000414120824,0x00001060,0,1,9,0,137
10801,1,0,0,0x0000000414120828,0xffffce5d,0,1,10,0,138
10802,1,1,1,0x0000000414120828,0xffffce5d,0,1,10,0,138
10803,1,1,1,0x000000041412082c,0xffffff54,0,1,11,0,139
10804,1,1,1,0x0000000414120830,0xfffffb62,0,1,12,0,140
10805,1,1,1,0x0000000414120834,0xfffffb9b,0,1,13,0,141
10806,1,0,0,0x0000000414120838,0x00000082,0,1,14,0,142
10807,1,1,1,0x0000000414120838,0x00000082,0,1,14,0,142
10808,1,1,1,0x000000041412083c,0x00000310,0,1,15,0,143
10809,1,1,1,0x0000000414120840,0xffffff98,0,1,16,0,144
10810,1,1,1,0x0000000414120844,0x00000e3e,0,1,17,0,145
10811,1,0,0,0x0000000414120848,0xfffffdb5,0,1,18,0,146
10812,1,1,1,0x0000000414120848,0xfffffdb5,0,1,18,0,146
10813,1,1,1,0x000000041412084c,0x0000126b,0,1,19,0,147
10814,1,1,1,0x0000000414120850,0x0000035e,0,1,20,0,148
10815,1,1,1,0x0000000414120854,0x0000298d,0,1,21,0,149
10816,1,0,0,0x0000000414120858,0xfffff344,0,1,22,0,150
10817,1,1,1,0x0000000414120858,0xfffff344,0,1,22,0,150
10818,1,1,1,0x000000041412085c,0x00000a01,0,1,23,0,151
10819,1,1,1,0x0000000414120860,0x00000d8d,0,1,24,0,152
10820,1,1,1,0x0000000414120864,0x0000497e,0,1,25,0,153
10821,1,0,0,0x0000000414120868,0xffffb849,0,1,26,0,154
10822,1,1,1,0x0000000414120868,0xffffb849,0,1,26,0,154
10823,1,1,1,0x000000041412086c,0xfffff02c,0,1,27,0,155
10824,1,0,0,0x0000000414120870,0x00000559,0,1,28,0,156
10825,1,1,1,0x0000000414120870,0x00000559,0,1,28,0,156
10826,1,0,0,0x0000000414120874,0xffffe39f,0,1,29,0,157
10827,1,1,1,0x0000000414120874,0xffffe39f,0,1,29,0,157
10828,1,1,1,0x0000000414120878,0xffffebcc,0,1,30,0,158
10829,1,1,1,0x000000041412087c,0xfffffb0b,0,1,31,0,159
10830,1,1,1,0x0000000414120880,0x00000225,0,1,32,0,160
10831,1,0,0,0x0000000414120884,0xffffdaef,0,1,33,0,161
10832,1,1,1,0x0000000414120884,0xffffdaef,0,1,33,0,161
10833,1,1,1,0x0000000414120888,0xfffffe0b,0,1,34,0,162
10834,1,1,1,0x000000041412088c,0x00003d9f,0,1,35,0,163
10835,1,1,1,0x0000000414120890,0xffffcb81,0,1,36,0,164
10836,1,0,0,0x0000000414120894,0xffffe9ff,0,1,37,0,165
10837,1,0,0,0x0000000414120894,0xffffe9ff,0,1,37,0,165
10838,1,1,1,0x0000000414120894,0xffffe9ff,0,1,37,0,165
10839,1,1,1,0x0000000414120898,0x000042d8,0,1,38,0,166
10840,1,1,1,0x000000041412089c,0xffffe769,0,1,39,0,167
10841,1,0,0,0x00000004141208a0,0x00002b11,0,1,40,0,168
10842,1,1,1,0x00000004141208a0,0x00002b11,0,1,40,0,168
10843,1,1,1,0x00000004141208a4,0x000028ad,0,1,41,0,169
10844,1,1,1,0x00000004141208a8,0x00004562,0,1,42,0,170
10845,1,1,1,0x00000004141208ac,0xffffcfd2,0,1,43,0,171
10846,1,0,0,0x00000004141208b0,0xfffff2ed,0,1,44,0,172
10847,1,1,1,0x00000004141208b0,0xfffff2ed,0,1,44,0,172
10848,1,1,1,0x00000004141208b4,0xffffd6f0,0,1,45,0,173
10849,1,1,1,0x00000004141208b8,0xffffc7a9,0,1,46,0,174
10850,1,0,0,0x00000004141208bc,0x000025e6,0,1,47,0,175
10851,1,0,0,0x00000004141208bc,0x000025e6,0,1,47,0,175
10852,1,1,1,0x00000004141208bc,0x000025e6,0,1,47,0,175
10853,1,1,1,0x00000004141208c0,0xffffdfde,0,1,48,0,176
10854,1,1,1,0x00000004141208c4,0x000037a8,0,1,49,0,177
10855,1,1,1,0x00000004141208c8,0xfffe234d,0,1,50,0,178
10856,1,0,0,0x00000004141208cc,0x00000078,0,1,51,0,179
10857,1,1,1,0x00000004141208cc,0x00000078,0,1,51,0,179
10858,1,1,1,0x00000004141208d0,0x00002bd0,0,1,52,0,180
10859,1,1,1,0x00000004141208d4,0x00000bb9,0,1,53,0,181
10860,1,1,1,0x00000004141208d8,0x00001306,0,1,54,0,182
10861,1,0,0,0x00000004141208dc,0xffffec0f,0,1,55,0,183
10862,1,1,1,0x00000004141208dc,0xffffec0f,0,1,55,0,183
10863,1,0,0,0x00000004141208e0,0x000021eb,0,1,56,0,184
10864,1,1,1,0x00000004141208e0,0x000021eb,0,1,56,0,184
10865,1,1,1,0x00000004141208e4,0x00002b9c,0,1,57,0,185
10866,1,0,0,0x00000004141208e8,0x000027ae,0,1,58,0,186
10867,1,1,1,0x00000004141208e8,0x000027ae,0,1,58,0,186
10868,1,1,1,0x00000004141208ec,0x00000bb4,0,1,59,0,187
10869,1,1,1,0x00000004141208f0,0x000010a3,0,1,60,0,188
10870,1,1,1,0x00000004141208f4,0x00000200,0,1,61,0,189
10871,1,0,0,0x00000004141208f8,0x0000214f,0,1,62,0,190
10872,1,1,1,0x00000004141208f8,0x0000214f,0,1,62,0,190
10873,1,1,1,0x00000004141208fc,0x00001bc3,0,1,63,0,191
10874,1,1,1,0x0000000414120900,0xffffe4fa,0,1,64,0,192
10875,1,1,1,0x0000000414120904,0x00003d1d,0,1,65,0,193
10876,1,0,0,0x0000000414120908,0xffffb1ab,0,1,66,0,194
10877,1,1,1,0x0000000414120908,0xffffb1ab,0,1,66,0,194
10878,1,1,1,0x000000041412090c,0x0000448a,0,1,67,0,195
10879,1,1,1,0x0000000414120910,0x00001d5f,0,1,68,0,196
10880,1,1,1,0x0000000414120914,0xffffb65c,0,1,69,0,197
10881,1,0,0,0x0000000414120918,0xffffcb41,0,1,70,0,198
10882,1,1,1,0x0000000414120918,0xffffcb41,0,1,70,0,198
10883,1,1,1,0x000000041412091c,0xffffe91a,0,1,71,0,199
10884,1,1,1,0x0000000414120920,0xfffff9e4,0,1,72,0,200
10885,1,1,1,0x0000000414120924,0xffffefc9,0,1,73,0,201
10886,1,0,0,0x0000000414120928,0x0000135d,0,1,74,0,202
10887,1,1,1,0x0000000414120928,0x0000135d,0,1,74,0,202
10888,1,1,1,0x000000041412092c,0x000001b9,0,1,75,0,203
10889,1,0,0,0x0000000414120930,0xfffff719,0,1,76,0,204
10890,1,1,1,0x0000000414120930,0xfffff719,0,1,76,0,204
10891,1,0,0,0x0000000414120934,0x00000a61,0,1,77,0,205
10892,1,1,1,0x0000000414120934,0x00000a61,0,1,77,0,205
10893,1,1,1,0x0000000414120938,0xfffff495,0,1,78,0,206
10894,1,1,1,0x000000041412093c,0xffffe772,0,1,79,0,207
10895,1,1,1,0x0000000414120940,0x000004f8,0,1,80,0,208
10896,1,0,0,0x0000000414120944,0x00000d28,0,1,81,0,209
10897,1,1,1,0x0000000414120944,0x00000d28,0,1,81,0,209
10898,1,1,1,0x0000000414120948,0x0000056a,0,1,82,0,210
10899,1,1,1,0x000000041412094c,0xffffca26,0,1,83,0,211
10900,1,1,1,0x0000000414120950,0x00001239,0,1,84,0,212
10901,1,0,0,0x0000000414120954,0x00002678,0,1,85,0,213
10902,1,0,0,0x0000000414120954,0x00002678,0,1,85,0,213
10903,1,1,1,0x0000000414120954,0x00002678,0,1,85,0,213
10904,1,1,1,0x0000000414120958,0x00000d9f,0,1,86,0,214
10905,1,1,1,0x000000041412095c,0xfffffe9c,0,1,87,0,215
10906,1,0,0,0x0000000414120960,0xffff493a,0,1,88,0,216
10907,1,1,1,0x0000000414120960,0xffff493a,0,1,88,0,216
10908,1,1,1,0x0000000414120964,0x000013a3,0,1,89,0,217
10909,1,1,1,0x0000000414120968,0x00001035,0,1,90,0,218
10910,1,1,1,0x000000041412096c,0x00003e6d,0,1,91,0,219
10911,1,0,0,0x0000000414120970,0xfffff5aa,0,1,92,0,220
10912,1,1,1,0x0000000414120970,0xfffff5aa,0,1,92,0,220
10913,1,1,1,0x0000000414120974,0x000007b4,0,1,93,0,221
10914,1,1,1,0x0000000414120978,0x0000087f,0,1,94,0,222
10915,1,0,0,0x000000041412097c,0xffffea15,0,1,95,0,223
10916,1,0,0,0x000000041412097c,0xffffea15,0,1,95,0,223
10917,1,1,1,0x000000041412097c,0xffffea15,0,1,95,0,223
10918,1,1,1,0x0000000414120980,0xfffff538,0,1,96,0,224
10919,1,1,1,0x0000000414120984,0x0000191a,0,1,97,0,225
10920,1,1,1,0x0000000414120988,0xfffff73b,0,1,98,0,226
10921,1,0,0,0x000000041412098c,0xffffd8b1,0,1,99,0,227
10922,1,1,1,0x000000041412098c,0xffffd8b1,0,1,99,0,227
10923,1,1,1,0x0000000414120990,0xffffcdc7,0,1,100,0,228
10924,1,1,1,0x0000000414120994,0xffffd9fd,0,1,101,0,229
10925,1,1,1,0x0000000414120998,0x000041bd,0,1,102,0,230
10926,1,0,0,0x000000041412099c,0xffffc512,0,1,103,0,231
10927,1,1,1,0x000000041412099c,0xffffc512,0,1,103,0,231
10928,1,0,0,0x00000004141209a0,0xffffdbd5,0,1,104,0,232
10929,1,1,1,0x00000004141209a0,0xffffdbd5,0,1,104,0,232
10930,1,1,1,0x00000004141209a4,0x00002ba5,0,1,105,0,233
10931,1,0,0,0x00000004141209a8,0x00003c08,0,1,106,0,234
10932,1,1,1,0x00000004141209a8,0x00003c08,0,1,106,0,234
10933,1,1,1,0x00000004141209ac,0x00001ac9,0,1,107,0,235
10934,1,1,1,0x00000004141209b0,0xffffe873,0,1,108,0,236
10935,1,1,1,0x00000004141209b4,0x00003d37,0,1,109,0,237
10936,1,0,0,0x00000004141209b8,0xffffd8d0,0,1,110,0,238
10937,1,1,1,0x00000004141209b8,0xffffd8d0,0,1,110,0,238
10938,1,1,1,0x00000004141209bc,0xffffc5f3,0,1,111,0,239
10939,1,1,1,0x00000004141209c0,0x00005c8a,0,1,112,0,240
10940,1,1,1,0x00000004141209c4,0x00001a8e,0,1,113,0,241
10941,1,0,0,0x00000004141209c8,0xfffff340,0,1,114,0,242
10942,1,1,1,0x00000004141209c8,0xfffff340,0,1,114,0,242
10943,1,1,1,0x00000004141209cc,0xfffe20c7,0,1,115,0,243
10944,1,1,1,0x00000004141209d0,0x00000ef3,0,1,116,0,244
10945,1,1,1,0x00000004141209d4,0x00002b45,0,1,117,0,245
10946,1,0,0,0x00000004141209d8,0xffffc918,0,1,118,0,246
10947,1,1,1,0x00000004141209d8,0xffffc918,0,1,118,0,246
10948,1,1,1,0x00000004141209dc,0x00002f7d,0,1,119,0,247
10949,1,1,1,0x00000004141209e0,0xffffd381,0,1,120,0,248
10950,1,1,1,0x00000004141209e4,0x000021c8,0,1,121,0,249
10951,1,0,0,0x00000004141209e8,0xffffdd53,0,1,122,0,250
10952,1,1,1,0x00000004141209e8,0xffffdd53,0,1,122,0,250
10953,1,1,1,0x00000004141209ec,0xffffca07,0,1,123,0,251
10954,1,0,0,0x00000004141209f0,0xfffff11c,0,1,124,0,252
10955,1,1,1,0x00000004141209f0,0xfffff11c,0,1,124,0,252
10956,1,0,0,0x00000004141209f4,0x00002e13,0,1,125,0,253
10957,1,1,1,0x00000004141209f4,0x00002e13,0,1,125,0,253
10958,1,1,1,0x00000004141209f8,0x000002b8,0,1,126,0,254
10959,1,1,1,0x00000004141209fc,0xffffe3b1,0,1,127,0,255
10960,1,1,1,0x0000000414140800,0x00000615,0,2,0,0,256
10961,1,0,0,0x0000000414140804,0x00000217,0,2,1,0,257
10962,1,1,1,0x0000000414140804,0x00000217,0,2,1,0,257
10963,1,1,1,0x0000000414140808,0xffffca92,0,2,2,0,258
10964,1,1,1,0x000000041414080c,0x00000020,0,2,3,0,259
10965,1,1,1,0x0000000414140810,0xfffffb8d,0,2,4,0,260
10966,1,0,0,0x0000000414140814,0x00000c9b,0,2,5,0,261
10967,1,0,0,0x0000000414140814,0x00000c9b,0,2,5,0,261
10968,1,1,1,0x0000000414140814,0x00000c9b,0,2,5,0,261
10969,1,1,1,0x0000000414140818,0x00000c3f,0,2,6,0,262
10970,1,1,1,0x000000041414081c,0x00000525,0,2,7,0,263
10971,1,0,0,0x0000000414140820,0xfffff695,0,2,8,0,264
10972,1,1,1,0x0000000414140820,0xfffff695,0,2,8,0,264
10973,1,1,1,0x0000000414140824,0xfffffc39,0,2,9,0,265
10974,1,1,1,0x0000000414140828,0xfffff141,0,2,10,0,266
10975,1,1,1,0x000000041414082c,0x00000408,0,2,11,0,267
10976,1,0,0,0x0000000414140830,0x00001be6,0,2,12,0,268
10977,1,1,1,0x0000000414140830,0x00001be6,0,2,12,0,268
10978,1,1,1,0x0000000414140834,0x000021d3,0,2,13,0,269
10979,1,1,1,0x0000000414140838,0xfffff9e9,0,2,14,0,270
10980,1,0,0,0x000000041414083c,0xfffff429,0,2,15,0,271
10981,1,0,0,0x000000041414083c,0xfffff429,0,2,15,0,271
10982,1,1,1,0x000000041414083c,0xfffff429,0,2,15,0,271
10983,1,1,1,0x0000000414140840,0xfffff5f5,0,2,16,0,272
10984,1,1,1,0x0000000414140844,0xfffffa47,0,2,17,0,273
10985,1,1,1,0x0000000414140848,0xfffff466,0,2,18,0,274
10986,1,0,0,0x000000041414084c,0x00000c5c,0,2,19,0,275
10987,1,1,1,0x000000041414084c,0x00000c5c,0,2,19,0,275
10988,1,1,1,0x0000000414140850,0xfffffd79,0,2,20,0,276
10989,1,1,1,0x0000000414140854,0xffffeabb,0,2,21,0,277
10990,1,1,1,0x0000000414140858,0x00000eac,0,2,22,0,278
10991,1,0,0,0x000000041414085c,0xfffffbe1,0,2,23,0,279
10992,1,1,1,0x000000041414085c,0xfffffbe1,0,2,23,0,279
10993,1,0,0,0x0000000414140860,0xffffd22c,0,2,24,0,280
10994,1,1,1,0x0000000414140860,0xffffd22c,0,2,24,0,280
10995,1,1,1,0x0000000414140864,0x000001e1,0,2,25,0,281
10996,1,0,0,0x0000000414140868,0x000011cd,0,2,26,0,282
10997,1,1,1,0x0000000414140868,0x000011cd,0,2,26,0,282
10998,1,1,1,0x000000041414086c,0xfffffa1e,0,2,27,0,283
10999,1,1,1,0x0000000414140870,0x000006fb,0,2,28,0,284
11000,1,1,1,0x0000000414140874,0x00000a9d,0,2,29,0,285
11001,1,0,0,0x0000000414140878,0x00000d01,0,2,30,0,286
11002,1,1,1,0x0000000414140878,0x00000d01,0,2,30,0,286
