cycle,req_valid,req_ready,req_accept,req_kv_head,req_position,req_dim,rsp_valid,rsp_ready,rsp_accept,rsp_data,score_valid,score_ready,score_accept,score_q_head,score_kv_head,score_position,score_raw,score_scaled,score_last,k_request_count,k_response_count,score_count
1393,0,0,0,0,2,37,0,1,0,0xfff4df,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,294,293,2
1394,0,0,0,0,2,37,1,1,1,0xfff89a,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,294,293,2
1395,1,1,1,0,2,38,0,0,0,0xfff89a,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,294,294,2
1396,0,0,0,0,2,38,0,1,0,0xfff89a,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,295,294,2
1397,0,0,0,0,2,38,0,1,0,0xfff89a,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,295,294,2
1398,0,0,0,0,2,38,1,1,1,0xfff160,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,295,294,2
1399,1,1,1,0,2,39,0,0,0,0xfff160,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,295,295,2
1400,0,0,0,0,2,39,0,1,0,0xfff160,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,296,295,2
1401,0,0,0,0,2,39,0,1,0,0xfff160,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,296,295,2
1402,0,0,0,0,2,39,0,1,0,0xfff160,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,296,295,2
1403,0,0,0,0,2,39,1,1,1,0x000133,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,296,295,2
1404,1,1,1,0,2,40,0,0,0,0x000133,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,296,296,2
1405,0,0,0,0,2,40,0,1,0,0x000133,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,297,296,2
1406,0,0,0,0,2,40,0,1,0,0x000133,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,297,296,2
1407,0,0,0,0,2,40,1,1,1,0x0002ca,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,297,296,2
1408,1,1,1,0,2,41,0,0,0,0x0002ca,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,297,297,2
1409,0,0,0,0,2,41,0,1,0,0x0002ca,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,298,297,2
1410,0,0,0,0,2,41,0,1,0,0x0002ca,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,298,297,2
1411,0,0,0,0,2,41,1,1,1,0xfffa06,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,298,297,2
1412,1,1,1,0,2,42,0,0,0,0xfffa06,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,298,298,2
1413,0,0,0,0,2,42,0,1,0,0xfffa06,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,299,298,2
1414,0,0,0,0,2,42,0,1,0,0xfffa06,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,299,298,2
1415,0,0,0,0,2,42,1,1,1,0xffe466,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,299,298,2
1416,1,1,1,0,2,43,0,0,0,0xffe466,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,299,299,2
1417,0,0,0,0,2,43,0,1,0,0xffe466,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,299,2
1418,0,0,0,0,2,43,0,1,0,0xffe466,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,299,2
1419,0,0,0,0,2,43,1,1,1,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,299,2
1420,1,0,0,0,2,44,0,0,0,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,300,2
1421,1,0,0,0,2,44,0,0,0,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,300,2
1422,1,1,1,0,2,44,0,0,0,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,300,300,2
1423,0,0,0,0,2,44,0,1,0,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,301,300,2
1424,0,0,0,0,2,44,0,1,0,0xffffac,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,301,300,2
1425,0,0,0,0,2,44,0,1,0,0xffffac,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,301,300,2
1426,0,0,0,0,2,44,1,1,1,0x0006d0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,301,300,2
1427,1,1,1,0,2,45,0,0,0,0x0006d0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,301,301,2
1428,0,0,0,0,2,45,0,1,0,0x0006d0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,302,301,2
1429,0,0,0,0,2,45,0,1,0,0x0006d0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,302,301,2
1430,0,0,0,0,2,45,1,1,1,0xfffb55,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,302,301,2
1431,1,1,1,0,2,46,0,0,0,0xfffb55,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,302,302,2
1432,0,0,0,0,2,46,0,1,0,0xfffb55,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,303,302,2
1433,0,0,0,0,2,46,0,1,0,0xfffb55,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,303,302,2
1434,0,0,0,0,2,46,1,1,1,0x00044b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,303,302,2
1435,1,1,1,0,2,47,0,0,0,0x00044b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,303,303,2
1436,0,0,0,0,2,47,0,1,0,0x00044b,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,304,303,2
1437,0,0,0,0,2,47,0,1,0,0x00044b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,304,303,2
1438,0,0,0,0,2,47,1,1,1,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,304,303,2
1439,1,1,1,0,2,48,0,0,0,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,304,304,2
1440,0,0,0,0,2,48,0,1,0,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1441,0,0,0,0,2,48,0,1,0,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1442,0,0,0,0,2,48,0,1,0,0xfff7eb,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1443,0,0,0,0,2,48,0,1,0,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1444,0,0,0,0,2,48,0,1,0,0xfff7eb,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1445,0,0,0,0,2,48,1,1,1,0x000b12,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,304,2
1446,1,1,1,0,2,49,0,0,0,0x000b12,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,305,305,2
1447,0,0,0,0,2,49,0,1,0,0x000b12,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,306,305,2
1448,0,0,0,0,2,49,0,1,0,0x000b12,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,306,305,2
1449,0,0,0,0,2,49,0,1,0,0x000b12,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,306,305,2
1450,0,0,0,0,2,49,1,1,1,0x00196f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,306,305,2
1451,1,1,1,0,2,50,0,0,0,0x00196f,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,306,306,2
1452,0,0,0,0,2,50,0,1,0,0x00196f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,307,306,2
1453,0,0,0,0,2,50,0,1,0,0x00196f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,307,306,2
1454,0,0,0,0,2,50,1,1,1,0xf69165,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,307,306,2
1455,1,1,1,0,2,51,0,0,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,307,307,2
1456,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1457,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1458,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1459,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1460,0,0,0,0,2,51,0,1,0,0xf69165,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1461,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1462,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1463,0,0,0,0,2,51,0,1,0,0xf69165,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1464,0,0,0,0,2,51,1,1,1,0xffefe6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,307,2
1465,1,0,0,0,2,52,0,0,0,0xffefe6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,308,2
1466,1,1,1,0,2,52,0,0,0,0xffefe6,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,308,308,2
1467,0,0,0,0,2,52,0,1,0,0xffefe6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,309,308,2
1468,0,0,0,0,2,52,0,1,0,0xffefe6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,309,308,2
1469,0,0,0,0,2,52,1,1,1,0xfffcfe,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,309,308,2
1470,1,1,1,0,2,53,0,0,0,0xfffcfe,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,309,309,2
1471,0,0,0,0,2,53,0,1,0,0xfffcfe,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,310,309,2
1472,0,0,0,0,2,53,0,1,0,0xfffcfe,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,310,309,2
1473,0,0,0,0,2,53,1,1,1,0xfffd5c,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,310,309,2
1474,1,1,1,0,2,54,0,0,0,0xfffd5c,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,310,310,2
1475,0,0,0,0,2,54,0,1,0,0xfffd5c,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,311,310,2
1476,0,0,0,0,2,54,0,1,0,0xfffd5c,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,311,310,2
1477,0,0,0,0,2,54,0,1,0,0xfffd5c,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,311,310,2
1478,0,0,0,0,2,54,1,1,1,0x0004f3,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,311,310,2
1479,1,1,1,0,2,55,0,0,0,0x0004f3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,311,311,2
1480,0,0,0,0,2,55,0,1,0,0x0004f3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,312,311,2
1481,0,0,0,0,2,55,0,1,0,0x0004f3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,312,311,2
1482,0,0,0,0,2,55,1,1,1,0xfff209,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,312,311,2
1483,1,1,1,0,2,56,0,0,0,0xfff209,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,312,312,2
1484,0,0,0,0,2,56,0,1,0,0xfff209,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,313,312,2
1485,0,0,0,0,2,56,0,1,0,0xfff209,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,313,312,2
1486,0,0,0,0,2,56,1,1,1,0xfff084,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,313,312,2
1487,1,1,1,0,2,57,0,0,0,0xfff084,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,313,313,2
1488,0,0,0,0,2,57,0,1,0,0xfff084,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,314,313,2
1489,0,0,0,0,2,57,0,1,0,0xfff084,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,314,313,2
1490,0,0,0,0,2,57,1,1,1,0x0002f2,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,314,313,2
1491,1,1,1,0,2,58,0,0,0,0x0002f2,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,314,314,2
1492,0,0,0,0,2,58,0,1,0,0x0002f2,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,315,314,2
1493,0,0,0,0,2,58,0,1,0,0x0002f2,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,315,314,2
1494,0,0,0,0,2,58,1,1,1,0x001310,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,315,314,2
1495,1,1,1,0,2,59,0,0,0,0x001310,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,315,315,2
1496,0,0,0,0,2,59,0,1,0,0x001310,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,316,315,2
1497,0,0,0,0,2,59,0,1,0,0x001310,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,316,315,2
1498,0,0,0,0,2,59,0,1,0,0x001310,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,316,315,2
1499,0,0,0,0,2,59,1,1,1,0xfffb64,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,316,315,2
1500,1,1,1,0,2,60,0,0,0,0xfffb64,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,316,316,2
1501,0,0,0,0,2,60,0,1,0,0xfffb64,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,317,316,2
1502,0,0,0,0,2,60,0,1,0,0xfffb64,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,317,316,2
1503,0,0,0,0,2,60,1,1,1,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,317,316,2
1504,1,1,1,0,2,61,0,0,0,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,317,317,2
1505,0,0,0,0,2,61,0,1,0,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1506,0,0,0,0,2,61,0,1,0,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1507,0,0,0,0,2,61,0,1,0,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1508,0,0,0,0,2,61,0,1,0,0xff9842,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1509,0,0,0,0,2,61,0,1,0,0xff9842,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1510,0,0,0,0,2,61,1,1,1,0x000012,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,317,2
1511,1,1,1,0,2,62,0,0,0,0x000012,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,318,318,2
1512,0,0,0,0,2,62,0,1,0,0x000012,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,319,318,2
1513,0,0,0,0,2,62,0,1,0,0x000012,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,319,318,2
1514,0,0,0,0,2,62,1,1,1,0xfffd26,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,319,318,2
1515,1,1,1,0,2,63,0,0,0,0xfffd26,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,319,319,2
1516,0,0,0,0,2,63,0,1,0,0xfffd26,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,320,319,2
1517,0,0,0,0,2,63,0,1,0,0xfffd26,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,320,319,2
1518,0,0,0,0,2,63,1,1,1,0x000b6f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,320,319,2
1519,1,1,1,0,2,64,0,0,0,0x000b6f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,320,320,2
1520,0,0,0,0,2,64,0,1,0,0x000b6f,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,321,320,2
1521,0,0,0,0,2,64,0,1,0,0x000b6f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,321,320,2
1522,0,0,0,0,2,64,0,1,0,0x000b6f,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,321,320,2
1523,0,0,0,0,2,64,1,1,1,0x0009ae,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,321,320,2
1524,1,1,1,0,2,65,0,0,0,0x0009ae,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,321,321,2
1525,0,0,0,0,2,65,0,1,0,0x0009ae,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,322,321,2
1526,0,0,0,0,2,65,0,1,0,0x0009ae,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,322,321,2
1527,0,0,0,0,2,65,1,1,1,0x000915,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,322,321,2
1528,1,1,1,0,2,66,0,0,0,0x000915,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,322,322,2
1529,0,0,0,0,2,66,0,1,0,0x000915,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,323,322,2
1530,0,0,0,0,2,66,0,1,0,0x000915,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,323,322,2
1531,0,0,0,0,2,66,1,1,1,0xffdd91,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,323,322,2
1532,1,1,1,0,2,67,0,0,0,0xffdd91,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,323,323,2
1533,0,0,0,0,2,67,0,1,0,0xffdd91,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,324,323,2
1534,0,0,0,0,2,67,0,1,0,0xffdd91,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,324,323,2
1535,0,0,0,0,2,67,1,1,1,0xfff191,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,324,323,2
1536,1,1,1,0,2,68,0,0,0,0xfff191,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,324,324,2
1537,0,0,0,0,2,68,0,1,0,0xfff191,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,325,324,2
1538,0,0,0,0,2,68,0,1,0,0xfff191,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,325,324,2
1539,0,0,0,0,2,68,1,1,1,0xfff79b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,325,324,2
1540,1,1,1,0,2,69,0,0,0,0xfff79b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,325,325,2
1541,0,0,0,0,2,69,0,1,0,0xfff79b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,325,2
1542,0,0,0,0,2,69,0,1,0,0xfff79b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,325,2
1543,0,0,0,0,2,69,0,1,0,0xfff79b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,325,2
1544,0,0,0,0,2,69,1,1,1,0xfff958,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,325,2
1545,1,0,0,0,2,70,0,0,0,0xfff958,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,326,2
1546,1,1,1,0,2,70,0,0,0,0xfff958,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,326,326,2
1547,0,0,0,0,2,70,0,1,0,0xfff958,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,327,326,2
1548,0,0,0,0,2,70,0,1,0,0xfff958,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,327,326,2
1549,0,0,0,0,2,70,1,1,1,0x000388,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,327,326,2
1550,1,1,1,0,2,71,0,0,0,0x000388,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,327,327,2
1551,0,0,0,0,2,71,0,1,0,0x000388,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,328,327,2
1552,0,0,0,0,2,71,0,1,0,0x000388,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,328,327,2
1553,0,0,0,0,2,71,1,1,1,0x0025b0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,328,327,2
1554,1,1,1,0,2,72,0,0,0,0x0025b0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,328,328,2
1555,0,0,0,0,2,72,0,1,0,0x0025b0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,329,328,2
1556,0,0,0,0,2,72,0,1,0,0x0025b0,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,329,328,2
1557,0,0,0,0,2,72,1,1,1,0xfffcb3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,329,328,2
1558,1,1,1,0,2,73,0,0,0,0xfffcb3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,329,329,2
1559,0,0,0,0,2,73,0,1,0,0xfffcb3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,330,329,2
1560,0,0,0,0,2,73,0,1,0,0xfffcb3,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,330,329,2
1561,0,0,0,0,2,73,1,1,1,0xfffef0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,330,329,2
1562,1,1,1,0,2,74,0,0,0,0xfffef0,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,330,330,2
1563,0,0,0,0,2,74,0,1,0,0xfffef0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1564,0,0,0,0,2,74,0,1,0,0xfffef0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1565,0,0,0,0,2,74,0,1,0,0xfffef0,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1566,0,0,0,0,2,74,0,1,0,0xfffef0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1567,0,0,0,0,2,74,0,1,0,0xfffef0,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1568,0,0,0,0,2,74,1,1,1,0xfff35d,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,330,2
1569,1,0,0,0,2,75,0,0,0,0xfff35d,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,331,2
1570,1,1,1,0,2,75,0,0,0,0xfff35d,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,331,331,2
1571,0,0,0,0,2,75,0,1,0,0xfff35d,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,332,331,2
1572,0,0,0,0,2,75,0,1,0,0xfff35d,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,332,331,2
1573,0,0,0,0,2,75,1,1,1,0xffee92,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,332,331,2
1574,1,1,1,0,2,76,0,0,0,0xffee92,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,332,332,2
1575,0,0,0,0,2,76,0,1,0,0xffee92,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,333,332,2
1576,0,0,0,0,2,76,0,1,0,0xffee92,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,333,332,2
1577,0,0,0,0,2,76,1,1,1,0xffc260,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,333,332,2
1578,1,1,1,0,2,77,0,0,0,0xffc260,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,333,333,2
1579,0,0,0,0,2,77,0,1,0,0xffc260,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,334,333,2
1580,0,0,0,0,2,77,0,1,0,0xffc260,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,334,333,2
1581,0,0,0,0,2,77,1,1,1,0xffd931,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,334,333,2
1582,1,1,1,0,2,78,0,0,0,0xffd931,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,334,334,2
1583,0,0,0,0,2,78,0,1,0,0xffd931,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,335,334,2
1584,0,0,0,0,2,78,0,1,0,0xffd931,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,335,334,2
1585,0,0,0,0,2,78,1,1,1,0xfffee6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,335,334,2
1586,1,1,1,0,2,79,0,0,0,0xfffee6,0,0,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,335,335,2
1587,0,0,0,0,2,79,0,1,0,0xfffee6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,336,335,2
1588,0,0,0,0,2,79,0,1,0,0xfffee6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,336,335,2
1589,0,0,0,0,2,79,0,1,0,0xfffee6,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,336,335,2
1590,0,0,0,0,2,79,1,1,1,0x00091b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,336,335,2
1591,1,1,1,0,2,80,0,0,0,0x00091b,0,1,0,0,0,1,0x00000000320ebeb5,0x00000000046cac93,0,336,336,2
